symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
CSCO,2017-01-11 00:00:00+00:00,30.15,30.41,30.03,30.33,22291322,26.0397092218,26.2642639282,25.9360685881,26.1951701724,22291322,0.0,1.0
CSCO,2017-01-12 00:00:00+00:00,30.04,30.155,29.8,30.15,18611107,25.9447053076,26.0440275816,25.7374240402,26.0397092218,18611107,0.0,1.0
CSCO,2017-01-13 00:00:00+00:00,30.07,30.22,30.01,30.1,17136585,25.970615466,26.1001662582,25.9187951492,25.9965256245,17136585,0.0,1.0
CSCO,2017-01-17 00:00:00+00:00,29.99,30.25,29.84,30.0,21983537,25.9015217102,26.1260764166,25.7719709181,25.9101584297,21983537,0.0,1.0
CSCO,2017-01-18 00:00:00+00:00,30.03,30.18,29.95,30.12,15724040,25.9360685881,26.0656193803,25.8669748323,26.0137990634,15724040,0.0,1.0
CSCO,2017-01-19 00:00:00+00:00,29.98,30.19,29.915,30.01,16866005,25.8928849907,26.0742560998,25.8367463142,25.9187951492,16866005,0.0,1.0
CSCO,2017-01-20 00:00:00+00:00,30.1,30.25,30.0,30.12,22754366,25.9965256245,26.1260764166,25.9101584297,26.0137990634,22754366,0.0,1.0
CSCO,2017-01-23 00:00:00+00:00,30.27,30.3,30.085,30.14,17155297,26.1433498556,26.169260014,25.9835705453,26.0310725024,17155297,0.0,1.0
CSCO,2017-01-24 00:00:00+00:00,30.6,30.75,30.29,30.34,24934210,26.4283615983,26.5579123904,26.1606232945,26.2038068919,24934210,0.0,1.0
CSCO,2017-01-25 00:00:00+00:00,30.7,31.05,30.65,31.04,25095890,26.5147287931,26.8170139747,26.4715451957,26.8083772553,25095890,0.0,1.0
CSCO,2017-01-26 00:00:00+00:00,30.74,30.84,30.56,30.76,20116824,26.549275671,26.6356428657,26.3938147204,26.5665491099,20116824,0.0,1.0
CSCO,2017-01-27 00:00:00+00:00,30.98,30.98,30.63,30.76,18461937,26.7565569384,26.7565569384,26.4542717567,26.5665491099,18461937,0.0,1.0
CSCO,2017-01-30 00:00:00+00:00,30.83,30.995,30.63,30.94,15481798,26.6270061463,26.7695120176,26.4542717567,26.7220100605,15481798,0.0,1.0
CSCO,2017-01-31 00:00:00+00:00,30.72,30.89,30.58,30.68,16603050,26.532002232,26.6788264631,26.4110881593,26.4974553541,16603050,0.0,1.0
CSCO,2017-02-01 00:00:00+00:00,30.5,30.847,30.42,30.847,19504565,26.3419944035,26.6416885694,26.2729006477,26.6416885694,19504565,0.0,1.0
CSCO,2017-02-02 00:00:00+00:00,31.18,31.26,30.525,30.69,27456740,26.9292913279,26.9983850837,26.3635862022,26.5060920736,27456740,0.0,1.0
CSCO,2017-02-03 00:00:00+00:00,31.32,31.35,31.12,31.27,21288832,27.0502054006,27.076115559,26.8774710111,27.0070218032,21288832,0.0,1.0
CSCO,2017-02-06 00:00:00+00:00,31.3,31.305,31.12,31.29,16774244,27.0329319617,27.0372503214,26.8774710111,27.0242952422,16774244,0.0,1.0
CSCO,2017-02-07 00:00:00+00:00,31.45,31.6399,31.33,31.38,18420153,27.1624827538,27.3264940567,27.0588421201,27.1020257175,18420153,0.0,1.0
CSCO,2017-02-08 00:00:00+00:00,31.27,31.55,31.25,31.46,20434263,27.0070218032,27.2488499486,26.9897483643,27.1711194733,20434263,0.0,1.0
CSCO,2017-02-09 00:00:00+00:00,31.5,31.69,31.3,31.35,18706857,27.2056663512,27.3697640212,27.0329319617,27.076115559,18706857,0.0,1.0
CSCO,2017-02-10 00:00:00+00:00,31.51,31.63,31.24,31.48,21557725,27.2143030707,27.3179437044,26.9811116448,27.1883929122,21557725,0.0,1.0
CSCO,2017-02-13 00:00:00+00:00,31.97,31.995,31.55,31.67,26518836,27.6115921666,27.6331839653,27.2488499486,27.3524905823,26518836,0.0,1.0
CSCO,2017-02-14 00:00:00+00:00,32.31,32.31,31.77,31.9,31463500,27.9052406288,27.9052406288,27.4388577771,27.5511351302,31463500,0.0,1.0
CSCO,2017-02-15 00:00:00+00:00,32.82,32.84,32.29,32.35,41169445,28.3457133221,28.362986761,27.8879671898,27.9397875067,41169445,0.0,1.0
CSCO,2017-02-16 00:00:00+00:00,33.6,33.97,33.25,33.26,50143661,29.0193774413,29.3389360619,28.7170922596,28.7257289791,50143661,0.0,1.0
CSCO,2017-02-17 00:00:00+00:00,33.74,33.77,33.43,33.52,31841239,29.1402915139,29.1662016724,28.8725532102,28.9502836855,31841239,0.0,1.0
CSCO,2017-02-21 00:00:00+00:00,34.13,34.21,33.66,33.69,26992666,29.4771235735,29.5462173293,29.0711977581,29.0971079166,26992666,0.0,1.0
CSCO,2017-02-22 00:00:00+00:00,34.09,34.1485,33.66,34.04,26632725,29.4425766956,29.4931015046,29.0711977581,29.3993930982,26632725,0.0,1.0
CSCO,2017-02-23 00:00:00+00:00,34.04,34.28,33.95,34.28,17450074,29.3993930982,29.6066743657,29.3216626229,29.6066743657,17450074,0.0,1.0
CSCO,2017-02-24 00:00:00+00:00,34.32,34.32,33.8,33.98,21137311,29.6412212436,29.6412212436,29.1921118308,29.3475727814,21137311,0.0,1.0
CSCO,2017-02-27 00:00:00+00:00,34.26,34.32,34.12,34.21,15625416,29.5894009267,29.6412212436,29.468486854,29.5462173293,15625416,0.0,1.0
CSCO,2017-02-28 00:00:00+00:00,34.18,34.2869,34.04,34.16,23093057,29.5203071709,29.6126337021,29.3993930982,29.503033732,23093057,0.0,1.0
CSCO,2017-03-01 00:00:00+00:00,34.44,34.51,34.18,34.28,22754181,29.7448618773,29.8053189136,29.5203071709,29.6066743657,22754181,0.0,1.0
CSCO,2017-03-02 00:00:00+00:00,34.39,34.53,34.21,34.41,16137699,29.7016782799,29.8225923526,29.5462173293,29.7189517189,16137699,0.0,1.0
CSCO,2017-03-03 00:00:00+00:00,34.29,34.44,34.23,34.42,14206428,29.6153110851,29.7448618773,29.5634907683,29.7275884383,14206428,0.0,1.0
CSCO,2017-03-06 00:00:00+00:00,34.19,34.28,33.96,34.04,17605072,29.5289438904,29.6066743657,29.3302993424,29.3993930982,17605072,0.0,1.0
CSCO,2017-03-07 00:00:00+00:00,34.2,34.25,33.99,34.0,21033740,29.5375806099,29.5807642072,29.3562095009,29.3648462203,21033740,0.0,1.0
CSCO,2017-03-08 00:00:00+00:00,34.02,34.23,33.93,34.18,18686747,29.3821196593,29.5634907683,29.304389184,29.5203071709,18686747,0.0,1.0
CSCO,2017-03-09 00:00:00+00:00,34.07,34.11,33.87,34.04,17490190,29.4253032567,29.4598501346,29.2525688671,29.3993930982,17490190,0.0,1.0
CSCO,2017-03-10 00:00:00+00:00,34.26,34.295,34.08,34.24,19038351,29.5894009267,29.6196294449,29.4339399761,29.5721274878,19038351,0.0,1.0
CSCO,2017-03-13 00:00:00+00:00,34.1,34.33,34.0,34.22,16164809,29.4512134151,29.6498579631,29.3648462203,29.5548540488,16164809,0.0,1.0
CSCO,2017-03-14 00:00:00+00:00,34.12,34.14,33.84,33.94,14578391,29.468486854,29.485760293,29.2266587087,29.3130259035,14578391,0.0,1.0
CSCO,2017-03-15 00:00:00+00:00,34.24,34.35,34.05,34.07,14961684,29.5721274878,29.667131402,29.4080298177,29.4253032567,14961684,0.0,1.0
CSCO,2017-03-16 00:00:00+00:00,34.23,34.48,34.1,34.25,14521636,29.5634907683,29.7794087552,29.4512134151,29.5807642072,14521636,0.0,1.0
CSCO,2017-03-17 00:00:00+00:00,34.23,34.38,34.19,34.35,26787248,29.5634907683,29.6930415604,29.5289438904,29.667131402,26787248,0.0,1.0
CSCO,2017-03-20 00:00:00+00:00,34.28,34.385,34.2,34.2,14974096,29.6066743657,29.6973599202,29.5375806099,29.5375806099,14974096,0.0,1.0
CSCO,2017-03-21 00:00:00+00:00,33.88,34.47,33.7801,34.45,21405952,29.2612055866,29.7707720357,29.174924759,29.7534985968,21405952,0.0,1.0
CSCO,2017-03-22 00:00:00+00:00,34.1,34.2,33.78,33.78,16646087,29.4512134151,29.5375806099,29.1748383918,29.1748383918,16646087,0.0,1.0
CSCO,2017-03-23 00:00:00+00:00,33.96,34.26,33.91,34.08,16709307,29.3302993424,29.5894009267,29.287115745,29.4339399761,16709307,0.0,1.0
CSCO,2017-03-24 00:00:00+00:00,34.08,34.3,33.95,34.07,18125090,29.4339399761,29.6239478046,29.3216626229,29.4253032567,18125090,0.0,1.0
CSCO,2017-03-27 00:00:00+00:00,33.99,34.03,33.75,33.82,17740630,29.3562095009,29.3907563788,29.1489282334,29.2093852698,17740630,0.0,1.0
CSCO,2017-03-28 00:00:00+00:00,34.02,34.21,33.82,33.9,21179311,29.3821196593,29.5462173293,29.2093852698,29.2784790256,21179311,0.0,1.0
CSCO,2017-03-29 00:00:00+00:00,33.74,34.05,33.65,34.0,16504103,29.1402915139,29.4080298177,29.0625610386,29.3648462203,16504103,0.0,1.0
CSCO,2017-03-30 00:00:00+00:00,33.74,33.9255,33.72,33.8,12801588,29.1402915139,29.3005026602,29.123018075,29.1921118308,12801588,0.0,1.0
CSCO,2017-03-31 00:00:00+00:00,33.8,33.88,33.66,33.72,14038491,29.1921118308,29.2612055866,29.0711977581,29.123018075,14038491,0.0,1.0
CSCO,2017-04-03 00:00:00+00:00,33.58,33.94,33.46,33.7,19367794,29.0021040023,29.3130259035,28.8984633686,29.105744636,19367794,0.0,1.0
CSCO,2017-04-04 00:00:00+00:00,33.41,33.42,32.93,33.25,18602627,29.105744636,29.1144563225,28.6875836835,28.9663576518,18602627,0.29,1.0
CSCO,2017-04-05 00:00:00+00:00,33.0,33.53,32.97,33.49,17572539,28.748565489,29.2102848742,28.7224304295,29.1754381281,17572539,0.0,1.0
CSCO,2017-04-06 00:00:00+00:00,33.08,33.28,32.89,33.0,15316812,28.8182589811,28.9924927114,28.6527369374,28.748565489,15316812,0.0,1.0
CSCO,2017-04-07 00:00:00+00:00,32.96,33.15,32.92,33.1,13928166,28.713718743,28.8792407867,28.678871997,28.8356823542,13928166,0.0,1.0
CSCO,2017-04-10 00:00:00+00:00,33.01,33.22,32.87,32.96,14824148,28.7572771756,28.9402225923,28.6353135644,28.713718743,14824148,0.0,1.0
CSCO,2017-04-11 00:00:00+00:00,32.92,33.08,32.635,33.04,18945836,28.678871997,28.8182589811,28.4305889314,28.7834122351,18945836,0.0,1.0
CSCO,2017-04-12 00:00:00+00:00,32.62,32.96,32.5,32.86,25455074,28.4175214016,28.713718743,28.3129811635,28.6266018779,25455074,0.0,1.0
CSCO,2017-04-13 00:00:00+00:00,32.42,32.85,32.42,32.71,16234866,28.2432876714,28.6178901914,28.2432876714,28.4959265802,16234866,0.0,1.0
CSCO,2017-04-17 00:00:00+00:00,32.61,32.67,32.45,32.48,11961203,28.4088097151,28.4610798342,28.2694227309,28.2955577904,11961203,0.0,1.0
CSCO,2017-04-18 00:00:00+00:00,32.67,32.73,32.45,32.56,13349601,28.4610798342,28.5133499532,28.2694227309,28.3652512825,13349601,0.0,1.0
CSCO,2017-04-19 00:00:00+00:00,32.65,32.89,32.61,32.8,16373804,28.4436564611,28.6527369374,28.4088097151,28.5743317588,16373804,0.0,1.0
CSCO,2017-04-20 00:00:00+00:00,32.83,32.95,32.72,32.79,11927466,28.6004668183,28.7050070565,28.5046382667,28.5656200723,11927466,0.0,1.0
CSCO,2017-04-21 00:00:00+00:00,32.82,32.94,32.67,32.94,13877681,28.5917551318,28.69629537,28.4610798342,28.69629537,13877681,0.0,1.0
CSCO,2017-04-24 00:00:00+00:00,33.28,33.36,33.13,33.24,15379635,28.9924927114,29.0621862035,28.8618174137,28.9576459653,15379635,0.0,1.0
CSCO,2017-04-25 00:00:00+00:00,33.42,33.52,33.35,33.39,14823502,29.1144563225,29.2015731877,29.053474517,29.088321263,14823502,0.0,1.0
CSCO,2017-04-26 00:00:00+00:00,33.4,33.63,33.37,33.58,15558064,29.0970329495,29.2974017393,29.07089789,29.2538433067,15558064,0.0,1.0
CSCO,2017-04-27 00:00:00+00:00,33.75,34.11,33.62,34.01,26143530,29.4019419774,29.7155626919,29.2886900528,29.6284458267,26143530,0.0,1.0
CSCO,2017-04-28 00:00:00+00:00,34.07,34.075,33.67,33.88,19738533,29.6807159458,29.6850717891,29.3322484853,29.5151939021,19738533,0.0,1.0
CSCO,2017-05-01 00:00:00+00:00,33.97,34.14,33.81,34.11,13233720,29.5935990807,29.7416977514,29.4542120965,29.7155626919,13233720,0.0,1.0
CSCO,2017-05-02 00:00:00+00:00,34.24,34.24,33.93,34.06,14139327,29.8288146165,29.8288146165,29.5587523346,29.6720042593,14139327,0.0,1.0
CSCO,2017-05-03 00:00:00+00:00,34.25,34.335,34.12,34.16,14235734,29.837526303,29.9115756384,29.7242743784,29.7591211244,14235734,0.0,1.0
CSCO,2017-05-04 00:00:00+00:00,34.18,34.49,34.07,34.33,13621120,29.7765444974,30.0466067793,29.6807159458,29.9072197951,13621120,0.0,1.0
CSCO,2017-05-05 00:00:00+00:00,34.39,34.4,34.07,34.25,14632151,29.9594899142,29.9682016007,29.6807159458,29.837526303,14632151,0.0,1.0
CSCO,2017-05-08 00:00:00+00:00,34.29,34.6,34.15,34.46,13121916,29.8723730491,30.1424353309,29.7504094379,30.0204717198,13121916,0.0,1.0
CSCO,2017-05-09 00:00:00+00:00,33.9,34.255,33.84,34.14,18342556,29.5326172751,29.8418821463,29.480347156,29.7416977514,18342556,0.0,1.0
CSCO,2017-05-10 00:00:00+00:00,33.74,33.9,33.58,33.9,17203603,29.3932302909,29.5326172751,29.2538433067,29.5326172751,17203603,0.0,1.0
CSCO,2017-05-11 00:00:00+00:00,33.63,33.82,33.48,33.72,16374518,29.2974017393,29.462923783,29.1667264416,29.3758069179,16374518,0.0,1.0
CSCO,2017-05-12 00:00:00+00:00,33.45,33.62,33.14,33.6,19979562,29.1405913821,29.2886900528,28.8705291002,29.2712666798,19979562,0.0,1.0
CSCO,2017-05-15 00:00:00+00:00,34.23,34.46,33.9723,34.0,30393357,29.82010293,30.0204717198,29.5956027686,29.6197341402,30393357,0.0,1.0
CSCO,2017-05-16 00:00:00+00:00,34.3,34.33,34.035,34.24,18667713,29.8810847356,29.9072197951,29.650225043,29.8288146165,18667713,0.0,1.0
CSCO,2017-05-17 00:00:00+00:00,33.82,34.31,33.8,34.2,33638700,29.462923783,29.8897964221,29.44550041,29.7939678705,33638700,0.0,1.0
CSCO,2017-05-18 00:00:00+00:00,31.38,31.51,30.37,31.1,855005,27.3372722741,27.4505241988,26.4573919364,27.0933450518,855005,0.0,1.0
CSCO,2017-05-19 00:00:00+00:00,31.21,31.78,31.015,31.74,38397740,27.1891736034,27.6857397346,27.0192957164,27.6508929886,38397740,0.0,1.0
CSCO,2017-05-22 00:00:00+00:00,31.59,31.98,31.15,31.15,34678962,27.5202176909,27.8599734648,27.1369034844,27.1369034844,34678962,0.0,1.0
CSCO,2017-05-23 00:00:00+00:00,31.76,31.87,31.52,31.83,29564336,27.6683163616,27.7641449132,27.4592358853,27.7292981672,29564336,0.0,1.0
CSCO,2017-05-24 00:00:00+00:00,31.49,31.94,31.22,31.93,23279197,27.4331008258,27.8251267188,27.1978852899,27.8164150323,23279197,0.0,1.0
CSCO,2017-05-25 00:00:00+00:00,31.44,31.69,31.37,31.55,21405376,27.3895423932,27.607334556,27.3285605876,27.4853709448,21405376,0.0,1.0
CSCO,2017-05-26 00:00:00+00:00,31.5,31.59,31.36,31.51,16289783,27.4418125123,27.5202176909,27.3198489011,27.4505241988,16289783,0.0,1.0
CSCO,2017-05-30 00:00:00+00:00,31.68,31.81,31.39,31.4,16792437,27.5986228695,27.7118747941,27.3459839606,27.3546956472,16792437,0.0,1.0
CSCO,2017-05-31 00:00:00+00:00,31.53,31.89,31.465,31.78,29044645,27.4679475718,27.7815682862,27.4113216095,27.6857397346,29044645,0.0,1.0
CSCO,2017-06-01 00:00:00+00:00,31.82,31.82,31.47,31.52,15397418,27.7205864806,27.7205864806,27.4156774527,27.4592358853,15397418,0.0,1.0
CSCO,2017-06-02 00:00:00+00:00,31.98,32.06,31.68,31.93,19978713,27.8599734648,27.9296669569,27.5986228695,27.8164150323,19978713,0.0,1.0
CSCO,2017-06-05 00:00:00+00:00,31.76,32.05,31.57,32.05,15581429,27.6683163616,27.9209552704,27.5027943179,27.9209552704,15581429,0.0,1.0
CSCO,2017-06-06 00:00:00+00:00,31.56,31.76,31.5,31.75,15987734,27.4940826313,27.6683163616,27.4418125123,27.6596046751,15987734,0.0,1.0
CSCO,2017-06-07 00:00:00+00:00,31.61,31.72,31.44,31.61,14417549,27.5376410639,27.6334696155,27.3895423932,27.5376410639,14417549,0.0,1.0
CSCO,2017-06-08 00:00:00+00:00,31.61,31.81,31.52,31.53,19877271,27.5376410639,27.7118747941,27.4592358853,27.4679475718,19877271,0.0,1.0
CSCO,2017-06-09 00:00:00+00:00,31.37,31.83,31.085,31.64,25031675,27.3285605876,27.7292981672,27.080277522,27.5637761234,25031675,0.0,1.0
CSCO,2017-06-12 00:00:00+00:00,31.25,31.64,31.15,31.34,24330382,27.2240203495,27.5637761234,27.1369034844,27.3024255281,24330382,0.0,1.0
CSCO,2017-06-13 00:00:00+00:00,31.7,31.8,31.28,31.3,27251001,27.6160462425,27.7031631076,27.250155409,27.267578782,27251001,0.0,1.0
CSCO,2017-06-14 00:00:00+00:00,31.6,31.97,31.33,31.87,24850713,27.5289293774,27.8512617783,27.2937138416,27.7641449132,24850713,0.0,1.0
CSCO,2017-06-15 00:00:00+00:00,31.58,31.64,31.22,31.25,19110962,27.5115060044,27.5637761234,27.1978852899,27.2240203495,19110962,0.0,1.0
CSCO,2017-06-16 00:00:00+00:00,31.63,31.64,31.2,31.61,33785850,27.5550644369,27.5637761234,27.1804619169,27.5376410639,33785850,0.0,1.0
CSCO,2017-06-19 00:00:00+00:00,31.99,32.02,31.581,31.77,16753701,27.8686851514,27.8948202109,27.512377173,27.6770280481,16753701,0.0,1.0
CSCO,2017-06-20 00:00:00+00:00,31.85,32.16,31.84,31.94,17859664,27.7467215402,28.0167838221,27.7380098537,27.8251267188,17859664,0.0,1.0
CSCO,2017-06-21 00:00:00+00:00,31.84,31.87,31.51,31.73,20103067,27.7380098537,27.7641449132,27.4505241988,27.642181302,20103067,0.0,1.0
CSCO,2017-06-22 00:00:00+00:00,31.85,32.0,31.7,31.91,19194637,27.7467215402,27.8773968379,27.6160462425,27.7989916593,19194637,0.0,1.0
CSCO,2017-06-23 00:00:00+00:00,32.09,32.3,31.75,31.85,23006424,27.9558020165,28.1387474332,27.6596046751,27.7467215402,23006424,0.0,1.0
CSCO,2017-06-26 00:00:00+00:00,32.24,32.5,32.18,32.22,21409287,28.0864773141,28.3129811635,28.0342071951,28.0690539411,21409287,0.0,1.0
CSCO,2017-06-27 00:00:00+00:00,31.76,32.26,31.76,32.09,23092594,27.6683163616,28.1039006872,27.6683163616,27.9558020165,23092594,0.0,1.0
CSCO,2017-06-28 00:00:00+00:00,32.08,32.275,31.76,31.78,17587686,27.94709033,28.1169682169,27.6683163616,27.6857397346,17587686,0.0,1.0
CSCO,2017-06-29 00:00:00+00:00,31.41,32.025,31.25,31.79,26891695,27.3634073337,27.8991760541,27.2240203495,27.6944514211,26891695,0.0,1.0
CSCO,2017-06-30 00:00:00+00:00,31.3,31.79,31.3,31.79,22981379,27.267578782,27.6944514211,27.267578782,27.6944514211,22981379,0.0,1.0
CSCO,2017-07-03 00:00:00+00:00,31.33,31.64,31.03,31.09,14111474,27.2937138416,27.5637761234,27.0323632462,27.0846333653,14111474,0.0,1.0
CSCO,2017-07-05 00:00:00+00:00,31.11,31.27,30.73,30.85,23391894,27.3546956472,27.4953819636,27.0205656457,27.126080383,23391894,0.29,1.0
CSCO,2017-07-06 00:00:00+00:00,30.72,31.02,30.67,30.99,20456451,27.0117727509,27.2755595942,26.967808277,27.2491809098,20456451,0.0,1.0
CSCO,2017-07-07 00:00:00+00:00,30.9,31.07,30.75,30.76,15221015,27.1700448569,27.3195240681,27.0381514352,27.04694433,15221015,0.0,1.0
CSCO,2017-07-10 00:00:00+00:00,30.98,31.09,30.82,30.88,15193572,27.2403880151,27.3371098576,27.0997016987,27.1524590673,15193572,0.0,1.0
CSCO,2017-07-11 00:00:00+00:00,31.09,31.12,30.86,31.05,12253478,27.3371098576,27.3634885419,27.1348732778,27.3019382785,12253478,0.0,1.0
CSCO,2017-07-12 00:00:00+00:00,31.16,31.44,31.145,31.25,18428809,27.398660121,27.6448611748,27.3854707789,27.477796174,18428809,0.0,1.0
CSCO,2017-07-13 00:00:00+00:00,31.27,31.28,31.08,31.26,15870454,27.4953819636,27.5041748583,27.3283169628,27.4865890688,15870454,0.0,1.0
CSCO,2017-07-14 00:00:00+00:00,31.42,31.45,31.27,31.37,13261554,27.6272753852,27.6536540695,27.4953819636,27.5833109113,13261554,0.0,1.0
CSCO,2017-07-17 00:00:00+00:00,31.5,31.635,31.45,31.5,16012951,27.6976185434,27.8163226229,27.6536540695,27.6976185434,16012951,0.0,1.0
CSCO,2017-07-18 00:00:00+00:00,31.51,31.51,31.17,31.41,15366450,27.7064114382,27.7064114382,27.4074530158,27.6184824904,15366450,0.0,1.0
CSCO,2017-07-19 00:00:00+00:00,31.9,32.05,31.46,31.51,21369697,28.0493343344,28.1812277561,27.6624469643,27.7064114382,21369697,0.0,1.0
CSCO,2017-07-20 00:00:00+00:00,31.86,32.05,31.76,31.91,15917114,28.0141627553,28.1812277561,27.9262338076,28.0581272292,15917114,0.0,1.0
CSCO,2017-07-21 00:00:00+00:00,31.84,32.03,31.705,31.86,13271427,27.9965769658,28.1636419665,27.8778728863,28.0141627553,13271427,0.0,1.0
CSCO,2017-07-24 00:00:00+00:00,31.86,31.925,31.66,31.86,15232167,28.0141627553,28.0713165714,27.8383048598,28.0141627553,15232167,0.0,1.0
CSCO,2017-07-25 00:00:00+00:00,32.12,32.25,31.88,31.9,14848920,28.2427780195,28.3570856516,28.0317485449,28.0493343344,14848920,0.0,1.0
CSCO,2017-07-26 00:00:00+00:00,31.66,32.225,31.51,32.12,21472799,27.8383048598,28.3351034146,27.7064114382,28.2427780195,21472799,0.0,1.0
CSCO,2017-07-27 00:00:00+00:00,31.57,31.7502,31.21,31.73,21224338,27.7591688068,27.9176167707,27.4426245949,27.8998551232,21224338,0.0,1.0
CSCO,2017-07-28 00:00:00+00:00,31.52,31.6,31.26,31.45,15509841,27.715204333,27.7855474912,27.4865890688,27.6536540695,15509841,0.0,1.0
CSCO,2017-07-31 00:00:00+00:00,31.45,31.59,31.37,31.54,18534978,27.6536540695,27.7767545964,27.5833109113,27.7327901225,18534978,0.0,1.0
CSCO,2017-08-01 00:00:00+00:00,31.65,31.66,31.43,31.59,12727298,27.829511965,27.8383048598,27.63606828,27.7767545964,12727298,0.0,1.0
